27050,0.00022553
27059,0.00022553
27066,0.00022553
27070,0.00045106
27073,0.00045106
27079,0.00045106
27080,0.00067659
27086,0.00067659
27087,0.00067659
27089,0.00067659
27090,0.00090212
27093,0.00090212
27094,0.00090212
27096,0.00090212
27099,0.00090212
27100,0.00090212
27101,0.00090212
27103,0.00090212
27106,0.00090212
27108,0.00090212
27110,0.00090212
27113,0.00090212
27115,0.00090212
27116,0.00090212
27117,0.00090212
27120,0.00090212
27122,0.00090212
27124,0.00090212
27127,0.00090212
27129,0.00090212
27131,0.00090212
27132,0.00090212
27134,0.00090212
27138,0.00090212
27139,0.00090212
27141,0.00090212
27145,0.00090212
27146,0.00090212
27148,0.00090212
27150,0.00112765
27153,0.00112765
27154,0.00112765
27155,0.00112765
27159,0.00112765
27160,0.00112765
27161,0.00112765
27164,0.00112765
27166,0.00112765
27167,0.00112765
27168,0.00112765
27170,0.00112765
27173,0.00112765
27175,0.00112765
27176,0.00112765
27177,0.00112765
27180,0.00112765
27182,0.00112765
27184,0.00112765
27187,0.00112765
27189,0.00112765
27191,0.00112765
27192,0.00112765
27194,0.00112765
27196,0.00112765
27198,0.00112765
27199,0.00112765
27201,0.00112765
27203,0.00112765
27205,0.00112765
27206,0.00112765
27208,0.00112765
27210,0.00112765
27212,0.00112765
27213,0.00112765
27215,0.00112765
27217,0.00112765
27219,0.00112765
27220,0.00135318
27222,0.00135318
27226,0.00135318
27227,0.00135318
27229,0.00135318
27234,0.00135318
27236,0.00135318
27238,0.00135318
27241,0.00135318
27243,0.00135318
27248,0.00135318
27250,0.00135318
27254,0.00135318
27256,0.00135318
27257,0.00135318
27261,0.00135318
27264,0.00135318
27268,0.00135318
27271,0.00135318
27275,0.00135318
27278,0.00135318
27282,0.00135318
27285,0.00135318
27289,0.00135318
27290,0.00157871
27292,0.00157871
27296,0.00157871
27299,0.00157871
27300,0.00180424
27303,0.00180424
27306,0.00180424
27308,0.00180424
27310,0.00180424
27313,0.00180424
27315,0.00180424
27318,0.00180424
27320,0.00202977
27322,0.00202977
27324,0.00202977
27327,0.00202977
27329,0.00202977
27331,0.00202977
27334,0.00202977
27336,0.00202977
27338,0.00202977
27341,0.00202977
27343,0.00202977
27345,0.00202977
27348,0.00202977
27350,0.00202977
27352,0.00202977
27355,0.00202977
27357,0.00202977
27359,0.00202977
27362,0.00202977
27364,0.00202977
27366,0.00202977
27369,0.00202977
27371,0.00202977
27373,0.00202977
27378,0.00202977
27380,0.00202977
27385,0.00202977
27387,0.00202977
27392,0.00202977
27394,0.00202977
27399,0.00202977
27401,0.00202977
27408,0.00202977
27415,0.00202977
27417,0.00202977
27422,0.00202977
27424,0.00202977
27429,0.00202977
27430,0.0022553
27431,0.0022553
27436,0.0022553
27438,0.0022553
27439,0.0022553
27443,0.0022553
27445,0.0022553
27446,0.0022553
27450,0.0022553
27452,0.0022553
27453,0.0022553
27459,0.0022553
27460,0.0022553
27466,0.0022553
27467,0.0022553
27473,0.0022553
27474,0.0022553
27480,0.0022553
27481,0.0022553
27488,0.0022553
27495,0.0022553
27502,0.0022553
27509,0.0022553
27518,0.0022553
27520,0.00270636
27529,0.00270636
27534,0.00270636
27536,0.00270636
27541,0.00270636
27543,0.00270636
27548,0.00270636
27550,0.00270636
27555,0.00270636
27557,0.00270636
27562,0.00270636
27564,0.00270636
27569,0.00270636
27571,0.00270636
27576,0.00270636
27578,0.00270636
27583,0.00270636
27585,0.00270636
27590,0.00270636
27592,0.00270636
27598,0.00270636
27599,0.00270636
27600,0.00293189
27606,0.00293189
27607,0.00293189
27608,0.00293189
27615,0.00293189
27616,0.00293189
27622,0.00293189
27629,0.00293189
27631,0.00293189
27632,0.00293189
27636,0.00293189
27638,0.00293189
27640,0.00293189
27643,0.00293189
27645,0.00293189
27648,0.00293189
27650,0.00293189
27652,0.00293189
27655,0.00293189
27657,0.00293189
27660,0.00293189
27662,0.00293189
27664,0.00293189
27668,0.00293189
27669,0.00293189
27673,0.00293189
27676,0.00293189
27683,0.00293189
27684,0.00293189
27689,0.00293189
27690,0.00293189
27691,0.00293189
27696,0.00293189
27698,0.00293189
27700,0.00315742
27703,0.00315742
27707,0.00315742
27709,0.00315742
27710,0.00315742
27716,0.00315742
27717,0.00315742
27723,0.00315742
27724,0.00315742
27730,0.00315742
27731,0.00315742
27737,0.00315742
27738,0.00315742
27744,0.00315742
27745,0.00315742
27751,0.00315742
27758,0.00315742
27765,0.00315742
27774,0.00315742
27790,0.00315742
27797,0.00315742
27804,0.00315742
27811,0.00315742
27818,0.00315742
27825,0.00315742
27832,0.00315742
27839,0.00315742
27846,0.00315742
27854,0.00315742
27900,0.00338295
27909,0.00338295
27910,0.00360848
27916,0.00360848
27918,0.00360848
27920,0.00383401
27923,0.00383401
27925,0.00383401
27928,0.00383401
27930,0.00383401
27932,0.00383401
27935,0.00383401
27937,0.00383401
27939,0.00383401
27942,0.00383401
27944,0.00383401
27946,0.00383401
27949,0.00383401
27951,0.00383401
27953,0.00383401
27956,0.00383401
27958,0.00383401
27960,0.00383401
27963,0.00383401
27965,0.00383401
27967,0.00383401
27970,0.00383401
27972,0.00383401
27974,0.00383401
27977,0.00383401
27979,0.00383401
27981,0.00383401
27984,0.00383401
27986,0.00383401
27988,0.00383401
27991,0.00383401
27995,0.00383401
27997,0.00383401
27998,0.00383401
28005,0.00383401
28011,0.00383401
28013,0.00383401
28014,0.00383401
28018,0.00383401
28020,0.00383401
28025,0.00383401
28027,0.00383401
28030,0.00383401
28032,0.00383401
28034,0.00383401
28037,0.00383401
28039,0.00383401
28041,0.00383401
28044,0.00383401
28046,0.00383401
